final_review,title,text
positif,"Pelantikan Kepala Sekolah dan Puskesmas, Amanah Untuk Banggai","KABAR LUWUK –Pelantikan Kepala SekolahdanPuskesmas, Amanah untuk Banggai.Bupati Banggai,Amirudin, melakukan pelantikan sejumlah kepala sekolah dan puskesmas dalam acara yang digelar di Ruang Rapat UmumKantor Bupati Banggai, Luwuk Selatan, pada Kamis (30/11/2023).Acara pelantikan ini melibatkan 14 kepala sekolah SMP, 44 kepala sekolah SD, 4 kepala TK, serta 5 kepala puskesmas di lingkunganPemerintah Kabupaten Banggai.Bupati Banggai, Amirudin, secara langsung mengambil sumpah jabatan dari parapejabat yang dilantik.“Saya akan setia dan taat kepada Undang-undang Dasar Negara Republik Indonesia Tahun 1945 serta akan menjalankan segala peraturan perundang-undangan dengan selurus-lurusnya demi darmabakti saya kepada bangsa dan negara,” serempak para ASN yang dilantik mengikuti kata-kata yang didiktekan oleh Bupati Amirudin.Usai pengambilan sumpah, dilanjutkan dengan penandatanganan berita acara pengambilan sumpah jabatan.Dalam sambutannya, Bupati Amirudin menyampaikan secara resmi pelantikan pejabat baru di lingkungan pemerintah daerah Kabupaten Banggai.“Pada hari ini, Kamis, tanggal 30 bulan November tahun 2023, Saya Amirudin, Bupati Banggai, dengan ini secara resmi melantik saudara-saudari dalam jabatan yang baru di lingkungan pemerintah daerah Kabupaten Banggai,” ujar Bupati Banggai.Bupati Amirudin juga memberikan pesan kepada pejabat yang dilantik agar menjalankan amanah jabatan dengan baik. “Jabatan adalah amanah, oleh karena itu jalankan amanah ini sebaik-baiknya, karena di pundak bapak ibu semuanya diberikan amanah dan tanggung jawab untuk bisa melayani masyarakat, begitu juga dengan para kepala sekolah,” kata Bupati Banggai.Acara ini menjadi momen penting dalam perjalanan pemerintahan di Kabupaten Banggai, di mana para pejabat yang dilantik diharapkan dapat memberikan kontribusi maksimal dalam memberikan pelayanan terbaik kepada masyarakat.**"
positif,Bupati Banggai Apresiasi Kinerja Pelayanan Publik Terbaik,"KABAR LUWUK – Bupati Banggai, Ir. H. Amirudin, MM, AIFO, menghargai prestasi instansi di Kabupaten Banggai dengan memberikan Penghargaan Kinerja Penyelenggaraan Pelayanan Publik dan Penghargaan KIPP Top 45.Acara berlangsung Jum’at (1/12/2023) di Ruang Rapat Umum Kantor Bupati Banggai.Penghargaan sejumlah total Rp. 60.000.000 diberikan kepada instansi terbaik, dengan Dinas Kependudukan dan Pencatatan Sipil Kab. Banggai meraih posisi pertama.Bupati Banggai berharap peningkatan kualitas pelayanan merata di semua sektor.Dalam sambutannya, Amirudin mengungkapkan harapannya agar prestasi Dinas Kesehatan yang meraih Top 45 dalam Kompetisi Inovasi Pelayanan Publik dapat menjadi inspirasi.Penyerahan penghargaan inovasi Ambulance Dering Ibu Hamil juga menjadi sorotan acara.Bupati Banggai mengucapkan terima kasih kepada Dinas Kesehatan yang berhasil meraih prestasi dalam KIPP.“Bukan hanya penghargaan, tapi ada insentif sebanyak 12 miliar,” ungkapnya. Amirudin berharap prestasi ini memotivasi instansi lain untuk meningkatkan kualitas pelayanan publik.Prestasi Dinas Kesehatan Kabupaten Banggai tidak hanya diakui melalui penghargaan, tetapi juga secara finansial dengan insentif sebesar 12 miliar.Bupati Banggai menegaskan bahwa hal ini merupakan bentuk dukungan dan penghargaan atas inovasi Ambulance Dering Ibu Hamil, yang telah membawa nama Kabupaten Banggai dalam kancah nasional.Acara tersebut mencerminkan komitmen pemerintah setempat untuk terus mendorong peningkatan kualitas pelayanan publik di semua sektor.Bupati Banggai menekankan pentingnya kolaborasi antarinstansi untuk mencapai hasil yang lebih baik.Dengan harapan agar prestasi Dinas Kesehatan menjadi inspirasi, Bupati Banggai berfokus pada visi pelayanan publik yang merata untuk masyarakat.Penghargaan tersebut menjadi momentum untuk memotivasi seluruh penyelenggara pelayanan publik di Kabupaten Banggai untuk terus berinovasi dan meningkatkan standar pelayanannya.Sebagai bentuk keseriusan, Bupati Banggai berkomitmen untuk mendukung upaya peningkatan kualitas pelayanan publik tidak hanya pada satu sektor tertentu, melainkan secara menyeluruh.Semua instansi diharapkan dapat berkontribusi positif dalam mewujudkan pelayanan publik yang efisien dan berkualitas bagi masyarakat Kabupaten Banggai.( Dkisp) **"
positif,Kepala Kejaksaan Negeri Banggai Memimpin Pelantikan Kepala Seksi Intelijen Baru,"KABAR LUWUK – Momen penting terjadi di Aula Baharuddin Lopa, Kejaksaan Negeri Banggai.Kepala Kejaksaan Negeri Banggai, Raden Bagus Wicaksono, SH, M.Hum, memimpin Upacara Pelantikan dan Pengambilan Sumpah Jabatan bagi Kepala Seksi Intelijen yang baru, yaitu Bapak Sarman Santosa Tandisau, S.H.Upacara yang diselenggarakan oleh Kejaksaan Negeri Banggai ini menjadi momen penting dalam penugasan struktural di lingkungan tersebut.Kehadiran Raden Bagus Wicaksono dalam memimpin upacara ini mencerminkan komitmen dan tanggung jawabnya terhadap pengembangan dan efektivitas lembaga hukum di Banggai.Sarman Santosa Tandisau, S.H., yang baru saja dilantik, diharapkan dapat menjalankan tugasnya dengan penuh dedikasi dan integritas.Kepala Kejaksaan Negeri Banggai memberikan ucapan selamat kepada Sarman Santosa Tandisau dan mendorongnya untuk segera beradaptasi dengan lingkungan kerja yang baru.Pelantikan ini menandai awal perjalanan Sarman Santosa Tandisau dalam kepemimpinannya sebagai Kepala Seksi Intelijen.Sebagai bagian integral dari sistem kejaksaan, Seksi Intelijen memiliki peran strategis dalam mengumpulkan informasi dan memberikan dukungan intelijen yang diperlukan dalam penegakan hukum.Momen ini juga menjadi kesempatan bagi para pegawai dan pejabat Kejaksaan Negeri Banggai untuk bersatu dan bersinergi dalam menjalankan tugas mereka.Dalam sambutannya, Raden Bagus Wicaksono menekankan pentingnya kerja sama tim dan dedikasi untuk mencapai keberhasilan dalam menjalankan fungsi kejaksaan.Dengan harapan bahwa pelantikan ini akan memberikan penyegaran dan semangat baru dalam menjalankan tugas dan tanggung jawab, Kejaksaan Negeri Banggai siap melangkah maju dalam memberikan pelayanan hukum yang berkualitas dan berkeadilan untuk masyarakat.Selamat kepada Bapak Sarman Santosa Tandisau, S.H., semoga kepemimpinannya membawa kemajuan dan keberhasilan bagi Kejaksaan Negeri Banggai.**"
positif,JOB Tomori Berdayakan Pendidikan di Kabupaten Banggai Melalui Program “Tomori Mengajar”,"KABAR LUWUK –JOB TomoriBerdayakan Pendidikan di Kabupaten Banggai Melalui Program“Tomori Mengajar“.JOB Pertamina Medco E&P Tomori Sulawesi (JOB Tomori)mengambil langkah inovatif dengan meluncurkan program “Tomori Mengajar” untuk mendekatkan siswa kepada kegiatan operasi produksi gas bumi diCentral Processing Plant (CPP) Senoro. Sabtu 2/12/2023.Dalam program ini, karyawan JOB Tomori menjadi guru tamu di sekolah-sekolah setempat, membawa siswa untuk merasakan langsung kegiatan diObjek Vital Nasional CPP Senoro.Program ini bertujuan memberikan pemahaman kepada generasi muda, terutama siswa SMA kelas tiga, tentang industri hulu migas.Diluncurkan di SMA Negeri 1 Batui, acara ini melibatkan pemateri dari berbagai bidang seperti pengenalan industri hulu migas, kegiatan produksi di CPP Senoro, hingga materi fire fighting yang juga bermanfaat di masyarakat.Ia mengungkapkan keinginan agar siswa juga dapat mengunjungi CPP Senoro untuk mendapatkan pemahaman lebih mendalam tentang kegiatan perusahaan.Tomori Mengajar jelas Relation Security & ComDev Manager JOB Tomori, Visnu C Bhawono, didesain dengan menyasar sekolah-sekolah di sekitar area operasi, dimana pekerja JOB Tomori secara berkala akan mengunjungi setiap sekolah sebagai guru tamu, guna memperkenalkan kepada siswa apa saja kegiatan yang dilakukan di CPP Senoro.Setelah pemberian pemaparan secara teori, dikesempatan berikutnya siswa di ajak berkunjung ke area Objek Vital Nasional (Obvitnas) CPP Senoro, melihat secara langsung kegiatan produksi dimaksud.“Generasi muda merupakan pewaris tongkat estafet pembangunan dimasa yang akan datang, sehingganya sasaran utama program Tomori mengajar diprioritaskan kepada siswa.Terutama siswa kelas tiga SMA sederajat yang sebentar lagi akan melanjutkan studi ke bangku kuliah, agar mereka memiliki gambaran jurusan apa yang tetap jika nantinya bercita-cita ikut terlibat langsung dalam kegiatan produksi pada perushaan hulu migas,” ungkap Visnu12»"
positif,Bupati Banggai Evaluasi Pajak PBB,"“Damri Dayanun : Jangan amplopnya dulu yang dilihat, tanyakan dulu PBB-nya sudah selesai atau belum”KABAR LUWUK  – Bupati Banggai, Amirudin, melakukan evaluasi mendalam terhadap progres Pendapatan Asli Daerah (PAD) Kabupaten Banggai dari sektor pajak daerah menjelang akhir tahun 2023.Dalam rapat evaluasi penerimaan PAD yang digelar di Kantor Bupati Banggai, Amirudin menyoroti khususnya Pajak Bumi dan Bangunan (PBB) perdesaan dan perkotaan.Menurut data Badan Pendapatan Daerah Kabupaten Banggai, hingga November 2023, total penerimaan PBB mencapai Rp9.34 triliun atau setara 67.66%.Meskipun mencapai angka signifikan, target Bapenda Banggai untuk penerimaan pajak PBB tahun 2023 sebesar Rp13.80 triliun masih menjadi tantangan.Amirudin mendesak para camat untuk memaksimalkan capaian realisasi pajak PBB hingga akhir tahun ini.“Masih ada waktu, saya minta para camat agar memaksimalkan penerimaan PBB kita,” tegas Bupati Amirudin, menggarisbawahi urgensi peran mereka dalam mencapai target.Kepala Badan Pendapatan Daerah Kabupaten Banggai, Damri Dayanun, menegaskan perlunya evaluasi kinerja kepala desa terkait pemungutan pajak PBB.“Jangan amplopnya dulu yang dilihat, tanyakan dulu PBB-nya sudah selesai atau belum,” ujar Damri, menyoroti pentingnya fokus pada substansi pemungutan pajak.Beberapa camat mengakui hambatan dalam menagih pajak PBB karena subjek pajak tidak berada di tempat.Kendati demikian, mereka diingatkan untuk tetap berupaya mengoptimalkan proses pemungutan.Dalam penghargaan khusus, Bupati Amirudin memberikan apresiasi kepada para camat yang berhasil merealisasikan penerimaan pajak PBB di atas 98%.Sebagai bentuk pengakuan, mereka akan diundang ke Jakarta untuk mengikuti rakornas bersama Presiden Joko Widodo pada akhir pekan ini.Kecamatan Masama, Toili, Nuhon, Toili Barat, Lamala, dan Lobu menjadi sorotan sebagai kecamatan yang mencapai realisasi penerimaan PBB hampir 100 persen, menjadi contoh keberhasilan dalam upaya pemungutan pajak di tingkat lokal.( Dkisp)**"
positif,"Bupati Banggai Pimpin Sidang PPL Tahap II Redistribusi Tanah, Kebijakan Strategis Menuju Kesejahteraan","KABAR LUWUK  –Bupati BanggaiPimpinSidang PPLTahap II Redistribusi Tanah, Kebijakan Strategis Menuju Kesejahteraan. Bupati Banggai,Ir. H. Amirudin, MM., AIFO, memimpin secara langsung rapatSidang Panitia Pertimbangan Landreform (PPL)Tahap II Redistribusi TanahKabupaten Banggai.Acara yang berlangsung pada Jumat (1/12/2023) ini merupakan langkah konkret menuju peningkatan kesejahteraan dankeadilan agrariadi wilayah tersebut.Rapat yang diselenggarakan oleh Kantor Kementrian Agraria dan Tata Ruang (ATR) Kabupaten Banggai ini, membahas sejumlah aspek penting terkait redistribusi tanah.Bupati Amirudin menjelaskan bahwa kegiatan tersebut merupakan bagian dari upaya pemerintah dalam memberikan tanah dari TORA (Tanah Objek Reforma Agraria) kepada Subjek Reforma Agraria, didukung dengan pemberian sertifikat hak.“Sidang Panitia Pertimbangan Landreform (PPL) merupakan tahapan krusial dalam proses Redistribusi Tanah, di mana objek dan subjek dibahas secara detil untuk memastikan pemenuhan syarat yang diperlukan,” ujar Bupati Amirudin dengan penuh semangat.Redistribusi tanah, sesuai dengan Perpres Nomor 62 Tahun 2023 tentang Percepatan Reforma Agraria, mencakup berbagai sumber seperti pelepasan kawasan hutan, non-kawasan hutan, dan hasil penyelesaian konflik agraria. Sementara subjek Reforma Agraria melibatkan individu, kelompok masyarakat, masyarakat hukum adat, dan badan hukum.Langkah-langkah ini diambil untuk memastikan bahwa proses redistribusi tanah dilakukan secara adil dan sesuai dengan kriteria yang telah ditetapkan. Bupati Banggai menegaskan komitmennya untuk merancang kebijakan yang positif bagi masyarakat dan meningkatkan kesejahteraan di Kabupaten Banggai.Rapat ini menjadi tonggak penting dalam upaya pemerintah daerah untuk memberdayakan masyarakat melalui akses ke tanah, sekaligus memperkuat fondasi keadilan agraria.Keberlanjutan inisiatif ini diharapkan dapat memberikan dampak positif yang signifikan bagi seluruh warga Banggai, mengubah landscape agraria menuju kesejahteraan yang berkelanjutan.Selain itu, Bupati Amirudin juga menekankan pentingnya kolaborasi antara pemerintah daerah dan berbagai pihak terkait dalam mewujudkan keberhasilan program redistribusi tanah ini.Dia menyatakan keyakinannya bahwa melalui sinergi yang baik, implementasi kebijakan tersebut dapat berjalan lebih efisien dan efektif.Dalam konteks ini, Bupati Banggai menjelaskan bahwa landreform tidak hanya sekadar pembagian tanah tetapi juga merupakan upaya untuk menciptakan dampak positif jangka panjang bagi masyarakat.Pemberian tanah kepada subjek Reforma Agraria diharapkan dapat memberikan landasan ekonomi yang lebih kokoh dan meningkatkan taraf hidup mereka.Selain aspek ekonomi, Bupati Amirudin juga menyoroti pentingnya menjaga keseimbangan lingkungan dan keberlanjutan melalui program redistribusi tanah.Dengan memperhatikan berbagai sumber tanah yang mencakup pelepasan kawasan hutan dan penyelesaian konflik agraria, pemerintah daerah berkomitmen untuk menjalankan program ini secara bertanggung jawab demi keberlanjutan lingkungan.Rapat tersebut tidak hanya berfokus pada aspek teknis dan administratif, tetapi juga merupakan momentum untuk mendengarkan aspirasi serta kebutuhan masyarakat. Bupati Amirudin aktif menggali masukan dari berbagai pihak, menciptakan ruang partisipasi yang inklusif dalam proses pembuatan kebijakan.Melalui kepemimpinan Bupati Amirudin, diharapkan bahwa Kabupaten Banggai dapat menjadi contoh sukses dalam menerapkan program redistribusi tanah yang tidak hanya berpihak pada kepentingan ekonomi, tetapi juga menjunjung tinggi keadilan sosial dan keberlanjutan lingkungan.Dengan semangat dan komitmen yang tinggi, rapat Sidang PPL Tahap II Redistribusi Tanah ini menjadi tonggak bersejarah bagi kemajuan dan kesejahteraan masyarakat Banggai.**"
positif,"Sinergi Imigrasi dan KPPN Luwuk, Optimalisasi Anggaran 2023","KABAR LUWUK  –  Sinergi Imigrasi danKPPN Luwuk, Optimalisasi Anggaran 2023. Dalam upaya memperkuat sinergi dan kolaborasi antaraKantor Imigrasi Kelas II B Non TPI Banggaidan Kantor Pelayanan Perbendaharaan Negara (KPPN)Luwuk, Oktaveri, S, Kom, selaku kepala Kantor Imigrasi, mengajak para pegawai Imigrasi untuk berkunjung keKantor KPPN Luwuk. Senin 4/12/2023.Pertemuan ini diadakan dengan agenda utama untuk membahas beberapa hal strategis yang berkaitan denganpengelolaan anggaran hingga akhir tahun 2023.Satu dari agenda utama pertemuan adalah optimalisasi pelaksanaan anggaran yang belum mencapai tingkat optimal hingga akhir tahun 2023.Oktaveri, S, Kom, menggarisbawahi pentingnya mencari solusi dan strategi bersama guna memastikan bahwa setiap anggaran yang dialokasikan dapat dimanfaatkan secara maksimal dan sesuai dengan tujuan yang telah ditetapkan.Selanjutnya, dalam pertemuan ini, Oktaveri, S, Kom, memberikan penekanan pada Indikator Kinerja Penyelenggaraan Anggaran (IKPA) sebagai acuan utama dalam pengelolaan kinerja keuangan.Hal ini bertujuan untuk mencapai tingkat efisiensi dan efektivitas yang optimal dalam setiap aspek keuangan yang terkait dengan tugas dan tanggung jawab Kantor Imigrasi.Pertemuan juga menjadi momentum untuk memperkuat sinergitas antara Kantor Imigrasi dan KPPN Luwuk dalam pengelolaan keuangan.Kolaborasi yang lebih erat diharapkan dapat membawa manfaat positif bagi kedua instansi, termasuk peningkatan efisiensi dalam penyaluran dana dan optimalisasi proses keuangan lainnya.Dengan adanya kunjungan ini, diharapkan terbentuknya pemahaman yang lebih mendalam antara Kantor Imigrasi dan KPPN Luwuk, sehingga sinergi yang terjalin dapat memberikan kontribusi positif dalam pencapaian tujuan bersama.Selain itu, kesepakatan dan langkah-langkah strategis yang dihasilkan dari pertemuan ini diharapkan dapat memberikan dampak positif dalam meningkatkan kualitas pelayanan dan kinerja keuangan di kedua instansi tersebut.**Penulis  : Imam Muslik  ( Jurnalis Luwuk )"
positif,Polres Banggai dan KPU Banggai Tandatangani MoU untuk Memperkuat Sinergitas dalam Pelaksanaan Pemilu Serentak 2024,"KABAR LUWUK –Polres BanggaidanKPU BanggaiTandatanganiMoUuntuk Memperkuat Sinergitas dalam PelaksanaanPemilu Serentak 2024.Polres Banggai yang merupakan bagian dari Polda Sulteng danKomisi Pemilihan Umum (KPU) Kabupaten Banggaimelaksanakan penandatanganan Memorandum of Understanding (MoU) sebagai langkah konkret dalam memperkuat sinergitas mereka dalam penyelenggaraan sertapengawalan Pemilihan Umum (Pemilu)dan Pemilihan Serentak tahun 2024 di Kabupaten Banggai.Senin, 4 Desember 2023.Penandatanganan MoU ini dihelat di ruangan Kapolres Banggai, dihadiri oleh sejumlah tokoh kunci sepertiKapolres Banggai AKBP Ade Nuramdani,Ketua KPU BanggaiSanto Gotia, Komisioner KPU Banggai, dan Kabag OpsKompol Esti Prasetio Hadi.Dalam keterangannya, Kapolres Banggai, AKBP Ade Nuramdani, menyampaikan bahwa penandatanganan perjanjian kerja sama ini merupakan manifestasi dari sinergitas antara KPU dan Kepolisian.MoU tersebut diarahkan untuk menjadi panduan bagi kedua belah pihak dalam menciptakan sinergitas yang optimal dalam pelaksanaan tugas dan fungsi terkait pemilihan umum di Kabupaten Banggai.Kerja sama yang dijelaskan oleh Kapolres Banggai mencakup pertukaran dan pemanfaatan data atau informasi, bantuan pengamanan, penegakan hukum, peningkatan kapasitas, dan pemanfaatan Sumber Daya Manusia (SDM) serta sarana prasarana.Dengan adanya kesepakatan ini, Polres Banggai dan KPU Banggai bersama instansi terkait bersiap melaksanakan tugas pengawalan dan pengamanan untuk menjamin pelaksanaan Pemilu Serentak 2024 berjalan dengan aman dan lancar.AKBP Ade berharap bahwa sinergitas yang telah terjalin antara Polres Banggai dan KPU Banggai dapat tetap terjaga dengan baik, sehingga pemilu di Kabupaten Banggai dapat berlangsung sukses, aman, damai, dan kondusif.Langkah ini menunjukkan komitmen bersama untuk menciptakan proses demokratis yang berkualitas dan terpercaya bagi masyarakat.**"
positif,"DPRD dan Bupati Banggai Setujui APBD 2024, Tapi PAD Turun Drastis","KABAR LUWUK  –  Dewan Perwakilan Rakyat Daerah (DPRD) bersama Bupati Banggai telah menyetujui Anggaran Pendapatan dan Belanja Daerah (APBD) Banggai tahun 2024 dengan total belanja mencapai Rp3,197 triliun.Meskipun mengalami kenaikan yang signifikan dibanding tahun sebelumnya, ternyata proyeksi Pendapatan Asli Daerah (PAD) justru mengalami penurunan. Senin 4/12/2023.Pada tahun 2023, besaran belanja dalam APBD Banggai ditetapkan sekitar Rp2,3 triliun, sementara pendapatan daerah diproyeksikan sebesar Rp2,2 triliun lebih.Proyeksi PAD tahun 2023 mencapai Rp264,2 miliar atau 11,4 persen dari total pendapatan. Namun, di tahun berikutnya, meskipun total belanja dan pendapatan meningkat menjadi Rp3,197 triliun dan Rp3,166 triliun, proyeksi PAD hanya sebesar Rp253,3 miliar atau 7,9 persen dari total pendapatan.Analisis menunjukkan bahwa ketergantungan pada dana transfer dari pemerintah pusat masih tinggi, dengan total PAD hanya menyumbang kurang dari 8 persen dari pendapatan daerah.Rinciannya meliputi pajak daerah sebesar Rp116,1 miliar, retribusi daerah Rp27,2 miliar, hasil pengelolaan kekayaan daerah yang dipisahkan Rp2,6 miliar, dan lain-lain PAD yang sah sebesar Rp107,2 miliar.Situasi ini memunculkan perhatian terkait keberlanjutan sumber pendapatan daerah, serta perlunya upaya maksimal untuk meningkatkan PAD dan mengurangi ketergantungan pada dana transfer pemerintah pusat.Keputusan bersama DPRD dan Bupati Banggai dalam menetapkan APBD 2024 menjadi sorotan, mengingat tantangan ekonomi yang mungkin dihadapi daerah tersebut dalam mencapai kemandirian finansial.**"
positif,"Penghargaan Luar Biasa, Mantan Kanit Samapta Kini Kapolsek Luwuk","KABAR LUWUK  –Penghargaan Luar Biasa,MantanKanit Samapta KiniKapolsek Luwuk.Penghargaan yang luar biasa diberikan oleh mantanKanit Samapta Polres Banggai,Kompol. Zulfikar Ginoga, yang kini telah dipercayakan sebagaiKapolsek Luwuk.Senin 4/12/2023.Penghargaan ini diberikan sebagai apresiasi atas keberhasilannya dalam menjamu Kapolda Sulteng saat kunjungan kerjaKapoldatersebut dalam rangka HUT Akabri.Dalam ungkapannya,Kompol. Zulfikar Ginogamenyampaikan terima kasih kepada Kapolres Banggai dan Kapolda Sulteng atas kepercayaan yang diberikan kepadanya untuk menjabat sebagai Kapolsek Luwuk.Meskipun hanya tinggal 2 bulan lagi sebelum masa tugasnya di Kepolisian berakhir, Kompol. Zulfikar Ginoga berjanji untuk bekerja semaksimal mungkin hingga menjelang masa purna tugasnya.Penghargaan ini tidak hanya menjadi bentuk apresiasi terhadap kinerja Kompol. Zulfikar Ginoga, tetapi juga mencerminkan kepercayaan yang tinggi dari pimpinan Polres Banggai dan Kapolda Sulteng terhadap kemampuannya dalam melaksanakan tugas dengan baik.Sebagai Kapolsek Luwuk yang baru, diharapkan bahwa Kompol. Zulfikar Ginoga dapat terus memberikan kontribusi positif dan memimpin dengan integritas selama sisa masa tugasnya.Prestasi ini juga menjadi inspirasi bagi rekan-rekan sejawatnya di lingkungan Kepolisian, menunjukkan bahwa dedikasi dan kerja keras dalam melaksanakan tugas dapat mendapatkan pengakuan yang tinggi.Semoga keberhasilan Kompol. Zulfikar Ginoga menjadi motivasi bagi seluruh anggota Polres Banggai dan polisi lainnya untuk terus meningkatkan kualitas pelayanan dan profesionalisme dalam menjalankan tugas-tugas kepolisian.Prestasi Kompol. Zulfikar Ginoga ini juga menciptakan semangat positif di lingkungan Polres Banggai, menginspirasi para anggota untuk menjunjung tinggi dedikasi dan integritas dalam melaksanakan tugas mereka.Pimpinan berharap bahwa pencapaian ini tidak hanya menjadi puncak karier, tetapi juga awal dari kontribusi yang lebih besar dalam mewujudkan keamanan dan ketertiban di wilayah hukumnya.Selain itu, pemberian tanggung jawab sebagai Kapolsek Luwuk di penghujung masa tugasnya menunjukkan bahwa Kompol. Zulfikar Ginoga dianggap sebagai sosok yang dapat diandalkan dan memiliki kemampuan kepemimpinan yang baik.Dengan demikian, diharapkan bahwa kepemimpinannya akan memberikan dampak positif dalam peningkatan kualitas pelayanan dan koordinasi antara kepolisian dan masyarakat.Penghargaan ini juga menjadi momentum penting untuk merayakan keberhasilan bersama dan membangun sinergi antara berbagai instansi di lingkungan Kepolisian.Kolaborasi yang baik antara jajaran polisi, instansi pemerintah, dan masyarakat adalah kunci dalam menciptakan lingkungan yang aman dan kondusif.Sebagai bagian dari upaya reformasi internal, prestasi ini sekaligus menjadi cerminan dari komitmen Polres Banggai dalam menghadirkan pelayanan yang berkualitas dan mendekatkan diri kepada masyarakat.Dengan semangat positif ini, diharapkan Polres Banggai dapat terus berprestasi dan memberikan dampak positif yang lebih luas di tengah-tengah masyarakat.Penghargaan luar biasa ini bukan hanya kebanggaan bagi Kompol. Zulfikar Ginoga pribadi, tetapi juga merupakan kebanggaan bagi Polres Banggai dan seluruh institusi kepolisian.Semoga prestasi ini menjadi inspirasi bagi generasi muda yang bercita-cita untuk bergabung dalam dunia kepolisian dan mencapai kesuksesan serupa.**Penulis : Imam Muslik  ( Jurnalis Luwuk)"
positif,Lapas Luwuk Tingkatkan Kewaspadaan Natal dan Tahun Baru 2024,"KABAR LUWUK  –Lapas LuwukTingkatkan Kewaspadaan Natal dan Tahun Baru 2024. Lapas Kelas IIB Luwuk melakukan koordinasi intensif denganPolres BanggaidanKoramil Luwuk.Koordinasi ini merupakan tindak lanjut dariSurat Direktur Jenderal Pemasyarakatantentang peningkatan kewaspadaan menjelang Perayaan Natal Tahun 2023 dan Tahun Baru 2024.Senin, 04 Desember 2023,Dalam kunjungannyaKalapas Luwuk, Kabapas Luwuk dan Kanim Luwuk disambut langsung olehKapolres Banggai AKBP Ade Nuramdani, SH, SIK, MM. Sedangkan kunjungan kekoramil 1308-01/LBdisambut langsung oleh perwakilankoramil Luwuk, Peltu M.Armin.K.Koordinasi ini membahas langkah-langkah antisipatif untuk menjaga keamanan dan ketertiban di Lapas Luwuk selama perayaan Natal dan Tahun Baru.Kepala Lapas Kelas IIB Luwuk,  Efendy Wahyudi, A.Md.I.P.,  S.Sos., M.Si menyampaikan rencana detil yang telah disiapkan guna memastikan kondisi lapas tetap aman dan terkendali.Dalam menjaga keamanan, Lapas Luwuk merencanakan terus menjalin koordinasi dan komunikasi efektif dengan TNI, Kepolisian, serta stakeholder terkait.Kerjasama ini dianggap kunci penting dalam menjaga ketertiban selama perayaan Natal dan Tahun Baru di Lapas Luwuk.Kegiatan ini juga merupakan implementasi dari 3+1 Kunci Pemasyarakatan Maju, yaitu deteksi dini, peran aktif dalam pemberantasan narkoba, sinergi dengan aparat penegak hukum, dan kembali ke dasar-dasar yang menjadi landasan utama dalam penyelenggaraan pemasyarakatan yang profesional, akuntabel, sinergis, transparan, dan inovatif.Giat ini bukan hanya sebagai langkah preventif, tetapi juga sebagai wujud nyata komitmen Lapas Luwuk untuk menjadi lembaga pemasyarakatan yang maju dan berkontribusi aktif dalam menjaga keamanan masyarakat.Dalam konteks kerjasama dengan TNI dan Kepolisian, Kalapas Luwuk menegaskan pentingnya terus berkoordinasi untuk memitigasi potensi gangguan keamanan.Rencana pengamanan melibatkan pihak terkait guna mengantisipasi kemungkinan masalah, termasuk upaya deteksi dini dan pemberantasan narkoba di dalam Lapas.Upaya ini sejalan dengan semangat 3+1 Kunci Pemasyarakatan Maju, di mana deteksi dini menjadi fondasi untuk mengidentifikasi potensi masalah sebelum berkembang menjadi situasi yang sulit dikendalikan.Kolaborasi aktif dengan aparat penegak hukum dan kembali ke prinsip dasar memperkuat komitmen Lapas Luwuk terhadap penegakan hukum yang efektif dan pemberantasan narkoba di dalam lembaga pemasyarakatan.Pada akhir pertemuan, para pihak menyampaikan apresiasi atas kerjasama yang terbangun dan menyakinkan bahwa langkah-langkah preventif ini akan memastikan keamanan Lapas Kelas IIB Luwuk selama perayaan Natal dan Tahun Baru 2024.Komitmen ini mencerminkan upaya serius lembaga pemasyarakatan dalam menjalankan tugasnya dengan profesional, akuntabel, sinergis, transparan, dan inovatif demi keamanan masyarakat.**"
